ogc_fid,x,y
"1915",2.175349,41.446114
"1916",2.175360,41.445213
"1917",2.175372,41.444313
"1918",2.175383,41.443412
"1919",2.175303,41.449717
"1920",2.175315,41.448816
"1921",2.175326,41.447915
"1922",2.175337,41.447015
"1923",2.115243,41.376310
"1924",2.115255,41.375409
"1925",2.175166,41.460524
"1926",2.175178,41.459624
"1927",2.175189,41.458723
"1928",2.175200,41.457822
"1929",2.175132,41.463226
"1930",2.175143,41.462326
"1931",2.175155,41.461425
"1932",2.115121,41.385316
"1933",2.115133,41.384416
"1934",2.115047,41.390720
"1935",2.115060,41.389820
"1936",2.115084,41.388018
"1937",2.115194,41.379913
"1938",2.115206,41.379012
"1939",2.115218,41.378111
"1940",2.115231,41.377211
"1941",2.115145,41.383515
"1942",2.115157,41.382614
"1943",2.115170,41.381714
"1944",2.115182,41.380813
"1945",2.114901,41.401528
"1946",2.114913,41.400628
"1947",2.114925,41.399727
"1948",2.114937,41.398826
"1949",2.114852,41.405131
"1950",2.114864,41.404230
"1951",2.114876,41.403330
"1952",2.114889,41.402429
"1953",2.114999,41.394323
"1954",2.115011,41.393422
"1955",2.115023,41.392522
"1956",2.115035,41.391621
"1957",2.114950,41.397926
"1958",2.114962,41.397025
"1959",2.114974,41.396124
"1960",2.114986,41.395224
"1961",2.114705,41.415939
"1962",2.114742,41.413237
"1963",2.175143,41.367747
"1964",2.114681,41.417740
"1965",2.114693,41.416839
"1966",2.114803,41.408733
"1967",2.114815,41.407833
"1968",2.114827,41.406932
"1969",2.114840,41.406031
"1970",2.114754,41.412336
"1971",2.114766,41.411435
"1972",2.114779,41.410535
"1973",2.114791,41.409634
"1974",2.175007,41.378555
"1975",2.175018,41.377655
"1976",2.114534,41.428548
"1977",2.175030,41.376754
"1978",2.114546,41.427647
"1979",2.175041,41.375853
"1980",2.174961,41.382158
"1981",2.174973,41.381257
"1982",2.174984,41.380357
"1983",2.174995,41.379456
"1984",2.175109,41.370449
"1985",2.175121,41.369549
"1986",2.114558,41.426746
"1987",2.175132,41.368648
"1988",2.175052,41.374953
"1989",2.114571,41.425846
"1990",2.175064,41.374052
"1991",2.114583,41.424945
"1992",2.175075,41.373151
"1993",2.175087,41.372251
"1994",2.174825,41.392966
"1995",2.174836,41.392065
"1996",2.174847,41.391165
"1997",2.174859,41.390264
"1998",2.174779,41.396569
"1999",2.174791,41.395668
"2000",2.174802,41.394767
"2001",2.174813,41.393867
"2002",2.174916,41.385761
"2003",2.174927,41.384860
"2004",2.174939,41.383959
"2005",2.174950,41.383059
"2006",2.174870,41.389363
"2007",2.174882,41.388463
"2008",2.174893,41.387562
"2009",2.174904,41.386661
"2010",2.174642,41.407377
"2011",2.174654,41.406476
"2012",2.174665,41.405575
"2013",2.174677,41.404675
"2014",2.174597,41.410979
"2015",2.174608,41.410079
"2016",2.174620,41.409178
"2017",2.174631,41.408277
"2018",2.174734,41.400171
"2019",2.174745,41.399271
"2020",2.174756,41.398370
"2021",2.174768,41.397469
"2022",2.174688,41.403774
"2023",2.174699,41.402873
"2024",2.174711,41.401973
"2025",2.174722,41.401072
"2026",2.114718,41.326764
"2027",2.174460,41.421787
"2028",2.114731,41.325864
"2029",2.174471,41.420887
"2030",2.174483,41.419986
"2031",2.174494,41.419085
"2032",2.114670,41.330367
"2033",2.174414,41.425390
"2034",2.114682,41.329466
"2035",2.174426,41.424489
"2036",2.114694,41.328566
"2037",2.174437,41.423589
"2038",2.114706,41.327665
"2039",2.174449,41.422688
"2040",2.174585,41.411880
"2041",2.174506,41.418185
"2042",2.174517,41.417284
"2043",2.174528,41.416383
"2044",2.174540,41.415483
"2045",2.174277,41.436198
"2046",2.174289,41.435297
"2047",2.174300,41.434397
"2048",2.174312,41.433496
"2049",2.174232,41.439801
"2050",2.174243,41.438900
"2051",2.174255,41.437999
"2052",2.174266,41.437099
"2053",2.114621,41.333970
"2054",2.174369,41.428993
"2055",2.114633,41.333069
"2056",2.174380,41.428092
"2057",2.114645,41.332168
"2058",2.174391,41.427191
"2059",2.114657,41.331268
"2060",2.174403,41.426291
"2061",2.114572,41.337572
"2062",2.174323,41.432595
"2063",2.114597,41.335771
"2064",2.174334,41.431695
"2065",2.174346,41.430794
"2066",2.114609,41.334870
"2067",2.174357,41.429893
"2068",2.174095,41.450609
"2069",2.174106,41.449708
"2070",2.174117,41.448807
"2071",2.174129,41.447907
"2072",2.174049,41.454211
"2073",2.174060,41.453311
"2074",2.174072,41.452410
"2075",2.174186,41.443403
"2076",2.174197,41.442503
"2077",2.174209,41.441602
"2078",2.174220,41.440701
"2079",2.174140,41.447006
"2080",2.174152,41.446105
"2081",2.174163,41.445205
"2082",2.174175,41.444304
"2083",2.173946,41.462317
"2084",2.174003,41.457814
"2085",2.174026,41.456013
"2086",2.174037,41.455112
"2087",2.173957,41.461416
"2088",2.173969,41.460516
"2089",2.173980,41.459615
"2090",2.113937,41.384407
"2091",2.113949,41.383506
"2092",2.113961,41.382605
"2093",2.113974,41.381705
"2094",2.113888,41.388009
"2095",2.113900,41.387109
"2096",2.113913,41.386208
"2097",2.113925,41.385307
"2098",2.114035,41.377201
"2099",2.114047,41.376301
"2100",2.113998,41.379903
"2101",2.114010,41.379003
"2102",2.113741,41.398817
"2103",2.113754,41.397916
"2104",2.113766,41.397016
"2105",2.113778,41.396115
"2106",2.113705,41.401519
"2107",2.113717,41.400618
"2108",2.113729,41.399718
"2109",2.113839,41.391612
"2110",2.113851,41.390711
"2111",2.113864,41.389811
"2112",2.113876,41.388910
"2113",2.113790,41.395214
"2114",2.113802,41.394314
"2115",2.113815,41.393413
"2116",2.113827,41.392512
"2117",2.113545,41.413227
"2118",2.113558,41.412327
"2119",2.113570,41.411426
"2120",2.113582,41.410526
"2121",2.113496,41.416830
"2122",2.113509,41.415929
"2123",2.113521,41.415029
"2124",2.113533,41.414128
"2125",2.113643,41.406022
"2126",2.113594,41.409625
"2127",2.113607,41.408724
"2128",2.113619,41.407824
"2129",2.113631,41.406923
"2130",2.113349,41.427638
"2131",2.173845,41.375845
"2132",2.113362,41.426737
"2133",2.173857,41.374944
"2134",2.113374,41.425837
"2135",2.173868,41.374043
"2136",2.113386,41.424936
"2137",2.173879,41.373143
"2138",2.173800,41.379447
"2139",2.173811,41.378547
"2140",2.173822,41.377646
"2141",2.113337,41.428539
"2142",2.173834,41.376745
"2143",2.173936,41.368639
"2144",2.113484,41.417731
"2145",2.173891,41.372242
"2146",2.173902,41.371341
"2147",2.173914,41.370441
"2148",2.173925,41.369540
"2149",2.173663,41.390256
"2150",2.173674,41.389355
"2151",2.173686,41.388454
"2152",2.173697,41.387553
"2153",2.173617,41.393858
"2154",2.173629,41.392958
"2155",2.173640,41.392057
"2156",2.173651,41.391156
"2157",2.173754,41.383050
"2158",2.173765,41.382149
"2159",2.173777,41.381249
"2160",2.173788,41.380348
"2161",2.173708,41.386653
"2162",2.173720,41.385752
"2163",2.173731,41.384851
"2164",2.173743,41.383951
"2165",2.173480,41.404666
"2166",2.173492,41.403766
"2167",2.173503,41.402865
"2168",2.173515,41.401964
"2169",2.173435,41.408269
"2170",2.173446,41.407368
"2171",2.173457,41.406468
"2172",2.173469,41.405567
"2173",2.173572,41.397461
"2174",2.173583,41.396560
"2175",2.173594,41.395660
"2176",2.173606,41.394759
"2177",2.173526,41.401064
"2178",2.173537,41.400163
"2179",2.173549,41.399262
"2180",2.173560,41.398362
"2181",2.173298,41.419077
"2182",2.173309,41.418176
"2183",2.173320,41.417276
"2184",2.113511,41.327656
"2185",2.173332,41.416375
"2186",2.173252,41.422679
"2187",2.113524,41.326755
"2188",2.173263,41.421779
"2189",2.173275,41.420878
"2190",2.173286,41.419977
"2191",2.173389,41.411872
"2192",2.173400,41.410971
"2193",2.173412,41.410070
"2194",2.173423,41.409170
"2195",2.173343,41.415474
"2196",2.173355,41.414574
"2197",2.173378,41.412772
"2198",2.113365,41.338464
"2199",2.113377,41.337563
"2200",2.173115,41.433487
"2201",2.113389,41.336662
"2202",2.173126,41.432587
"2203",2.113402,41.335762
"2204",2.173138,41.431686
"2205",2.173149,41.430785
"2206",2.173069,41.437090
"2207",2.173080,41.436189
"2208",2.173092,41.435289
"2209",2.173103,41.434388
"2210",2.113463,41.331258
"2211",2.173206,41.426282
"2212",2.113475,41.330358
"2213",2.173218,41.425381
"2214",2.113487,41.329457
"2215",2.173229,41.424481
"2216",2.113499,41.328556
"2217",2.173240,41.423580
"2218",2.173161,41.429885
"2219",2.113426,41.333960
"2220",2.173172,41.428984
"2221",2.113438,41.333060
"2222",2.173183,41.428083
"2223",2.113450,41.332159
"2224",2.173195,41.427183
"2225",2.172932,41.447898
"2226",2.172943,41.446997
"2227",2.172955,41.446097
"2228",2.172966,41.445196
"2229",2.172886,41.451501
"2230",2.172898,41.450600
"2231",2.172909,41.449699
"2232",2.172920,41.448799
"2233",2.173023,41.440693
"2234",2.173035,41.439792
"2235",2.173046,41.438891
"2236",2.173058,41.437991
"2237",2.172978,41.444295
"2238",2.172989,41.443395
"2239",2.173000,41.442494
"2240",2.173012,41.441593
"2241",2.172760,41.461408
"2242",2.172772,41.460507
"2243",2.172783,41.459607
"2244",2.172852,41.454203
"2245",2.172863,41.453302
"2246",2.172875,41.452401
"2247",2.112815,41.378993
"2248",2.112729,41.385298
"2249",2.112741,41.384397
"2250",2.112753,41.383497
"2251",2.112766,41.382596
"2252",2.112827,41.378093
"2253",2.112839,41.377192
"2254",2.112851,41.376291
"2255",2.112582,41.396106
"2256",2.112594,41.395205
"2257",2.112606,41.394305
"2258",2.112619,41.393404
"2259",2.112533,41.399708
"2260",2.112545,41.398808
"2261",2.112557,41.397907
"2262",2.112570,41.397007
"2263",2.112704,41.387099
"2264",2.112717,41.386199
"2265",2.112631,41.392503
"2266",2.112643,41.391603
"2267",2.112655,41.390702
"2268",2.112668,41.389801
"2269",2.112386,41.410516
"2270",2.112398,41.409616
"2271",2.112410,41.408715
"2272",2.112423,41.407814
"2273",2.112337,41.414119
"2274",2.112349,41.413218
"2275",2.112361,41.412318
"2276",2.112374,41.411417
"2277",2.112496,41.402410
"2278",2.112508,41.401510
"2279",2.112521,41.400609
"2280",2.112435,41.406914
"2281",2.112447,41.406013
"2282",2.172684,41.373134
"2283",2.172695,41.372234
"2284",2.172718,41.370432
"2285",2.112141,41.428529
"2286",2.172638,41.376737
"2287",2.112153,41.427629
"2288",2.172650,41.375836
"2289",2.112165,41.426728
"2290",2.172661,41.374936
"2291",2.172672,41.374035
"2292",2.112288,41.417722
"2293",2.112300,41.416821
"2294",2.112312,41.415920
"2295",2.112325,41.415020
"2296",2.172729,41.369531
"2297",2.172741,41.368631
"2298",2.172752,41.367730
"2299",2.172764,41.366829
"2300",2.172501,41.387545
"2301",2.172513,41.386644
"2302",2.172524,41.385744
"2303",2.172535,41.384843
"2304",2.172455,41.391148
"2305",2.172467,41.390247
"2306",2.172478,41.389346
"2307",2.172490,41.388446
"2308",2.172592,41.380340
"2309",2.172604,41.379439
"2310",2.172615,41.378538
"2311",2.172627,41.377638
"2312",2.172547,41.383942
"2313",2.172558,41.383042
"2314",2.172570,41.382141
"2315",2.172581,41.381240
"2316",2.172318,41.401956
"2317",2.172330,41.401055
"2318",2.172341,41.400154
"2319",2.172353,41.399254
"2320",2.172273,41.405558
"2321",2.172284,41.404658
"2322",2.172295,41.403757
"2323",2.172307,41.402856
"2324",2.172410,41.394750
"2325",2.172421,41.393850
"2326",2.172433,41.392949
"2327",2.172444,41.392048
"2328",2.172364,41.398353
"2329",2.172375,41.397452
"2330",2.172387,41.396552
"2331",2.172398,41.395651
"2332",2.172135,41.416366
"2333",2.172147,41.415466
"2334",2.172158,41.414565
"2335",2.172170,41.413664
"2336",2.172090,41.419969
"2337",2.172101,41.419068
"2338",2.172113,41.418168
"2339",2.172124,41.417267
"2340",2.172227,41.409161
"2341",2.172238,41.408260
"2342",2.172250,41.407360
"2343",2.172261,41.406459
"2344",2.172181,41.412764
"2345",2.172193,41.411863
"2346",2.172204,41.410962
"2347",2.172215,41.410062
"2348",2.171952,41.430777
"2349",2.171964,41.429876
"2350",2.171975,41.428976
"2351",2.171987,41.428075
"2352",2.171907,41.434379
"2353",2.171918,41.433479
"2354",2.171929,41.432578
"2355",2.171941,41.431678
"2356",2.172044,41.423572
"2357",2.172055,41.422671
"2358",2.172067,41.421770
"2359",2.172078,41.420870
"2360",2.171998,41.427174
"2361",2.172010,41.426274
"2362",2.172021,41.425373
"2363",2.172032,41.424472
"2364",2.179473,41.403808
"2365",2.179484,41.402908
"2366",2.179496,41.402007
"2367",2.179507,41.401106
"2368",2.179428,41.407411
"2369",2.179439,41.406510
"2370",2.179450,41.405610
"2371",2.179462,41.404709
"2372",2.179564,41.396603
"2373",2.179575,41.395702
"2374",2.179586,41.394802
"2375",2.179598,41.393901
"2376",2.179518,41.400206
"2377",2.179530,41.399305
"2378",2.179541,41.398404
"2379",2.179552,41.397504
"2380",2.179292,41.418219
"2381",2.179303,41.417318
"2382",2.179314,41.416418
"2383",2.179326,41.415517
"2384",2.119498,41.326801
"2385",2.179246,41.421822
"2386",2.119510,41.325900
"2387",2.179258,41.420921
"2388",2.119522,41.325000
"2389",2.179269,41.420020
"2390",2.119534,41.324099
"2391",2.179280,41.419120
"2392",2.179382,41.411014
"2393",2.179394,41.410113
"2394",2.179405,41.409212
"2395",2.179416,41.408312
"2396",2.179337,41.414616
"2397",2.179348,41.413716
"2398",2.179360,41.412815
"2399",2.179371,41.411914
"2400",2.179110,41.432630
"2401",2.179121,41.431729
"2402",2.119389,41.334907
"2403",2.179133,41.430828
"2404",2.179144,41.429928
"2405",2.119304,41.341212
"2406",2.119316,41.340311
"2407",2.119328,41.339410
"2408",2.179076,41.435332
"2409",2.179087,41.434431
"2410",2.119340,41.338510
"2411",2.179099,41.433530
"2412",2.119449,41.330404
"2413",2.179201,41.425424
"2414",2.119461,41.329503
"2415",2.179212,41.424524
"2416",2.119473,41.328602
"2417",2.179224,41.423623
"2418",2.119486,41.327702
"2419",2.179235,41.422722
"2420",2.119401,41.334006
"2421",2.179155,41.429027
"2422",2.119413,41.333106
"2423",2.179167,41.428126
"2424",2.119425,41.332205
"2425",2.179178,41.427226
"2426",2.119437,41.331304
"2427",2.179190,41.426325
"2428",2.178928,41.447040
"2429",2.178940,41.446140
"2430",2.178951,41.445239
"2431",2.178963,41.444338
"2432",2.178894,41.449742
"2433",2.178917,41.447941
"2434",2.179019,41.439835
"2435",2.179031,41.438934
"2436",2.179042,41.438034
"2437",2.179053,41.437133
"2438",2.178974,41.443438
"2439",2.178985,41.442537
"2440",2.178997,41.441636
"2441",2.179008,41.440736
"2442",2.178747,41.461451
"2443",2.178758,41.460550
"2444",2.178769,41.459649
"2445",2.178781,41.458749
"2446",2.178724,41.463252
"2447",2.178735,41.462351
"2448",2.178838,41.454246
"2449",2.178849,41.453345
"2450",2.178860,41.452444
"2451",2.178872,41.451544
"2452",2.178792,41.457848
"2453",2.178804,41.456947
"2454",2.178815,41.456047
"2455",2.118769,41.380841
"2456",2.178826,41.455146
"2457",2.118781,41.379940
"2458",2.118793,41.379039
"2459",2.118806,41.378139
"2460",2.118721,41.384443
"2461",2.118733,41.383543
"2462",2.118745,41.382642
"2463",2.118757,41.381741
"2464",2.178667,41.467755
"2465",2.178679,41.466855
"2466",2.118818,41.377238
"2467",2.118830,41.376337
"2468",2.118575,41.395251
"2469",2.118587,41.394351
"2470",2.118599,41.393450
"2471",2.118611,41.392549
"2472",2.118526,41.398854
"2473",2.118538,41.397953
"2474",2.118550,41.397052
"2475",2.118562,41.396152
"2476",2.118672,41.388046
"2477",2.118696,41.386245
"2478",2.118708,41.385344
"2479",2.118623,41.391649
"2480",2.118635,41.390748
"2481",2.118648,41.389847
"2482",2.118660,41.388947
"2483",2.118380,41.409662
"2484",2.118392,41.408761
"2485",2.118404,41.407860
"2486",2.118416,41.406960
"2487",2.118331,41.413264
"2488",2.118343,41.412364
"2489",2.118355,41.411463
"2490",2.118368,41.410562
"2491",2.118477,41.402456
"2492",2.118489,41.401556
"2493",2.118502,41.400655
"2494",2.118514,41.399754
"2495",2.118428,41.406059
"2496",2.118441,41.405158
"2497",2.118453,41.404258
"2498",2.118465,41.403357
"2499",2.118185,41.424072
"2500",2.118197,41.423171
"2501",2.178674,41.372276
"2502",2.118209,41.422271
"2503",2.118221,41.421370
"2504",2.178628,41.375879
"2505",2.118161,41.425873
"2506",2.118173,41.424973
"2507",2.118282,41.416867
"2508",2.178662,41.373177
"2509",2.118307,41.415066
"2510",2.118319,41.414165
"2511",2.118234,41.420469
"2512",2.118246,41.419569
"2513",2.118258,41.418668
"2514",2.118270,41.417768
"2515",2.178492,41.386687
"2516",2.178504,41.385786
"2517",2.178515,41.384886
"2518",2.178526,41.383985
"2519",2.178447,41.390290
"2520",2.178458,41.389389
"2521",2.178470,41.388488
"2522",2.178481,41.387588
"2523",2.178583,41.379482
"2524",2.178594,41.378581
"2525",2.178606,41.377680
"2526",2.178617,41.376780
"2527",2.178538,41.383084
"2528",2.178549,41.382184
"2529",2.178560,41.381283
"2530",2.178572,41.380382
"2531",2.178311,41.401098
"2532",2.178322,41.400197
"2533",2.178333,41.399296
"2534",2.178345,41.398396
"2535",2.178265,41.404700
"2536",2.178277,41.403800
"2537",2.178288,41.402899
"2538",2.178299,41.401998
"2539",2.178401,41.393892
"2540",2.178413,41.392992
"2541",2.178424,41.392091
"2542",2.178436,41.391190
"2543",2.178356,41.397495
"2544",2.178367,41.396594
"2545",2.178379,41.395694
"2546",2.178390,41.394793
"2547",2.178129,41.415508
"2548",2.178140,41.414608
"2549",2.178152,41.413707
"2550",2.178163,41.412806
"2551",2.178084,41.419111
"2552",2.178095,41.418210
"2553",2.178106,41.417310
"2554",2.178118,41.416409
"2555",2.178220,41.408303
"2556",2.178231,41.407402
"2557",2.178243,41.406502
"2558",2.178254,41.405601
"2559",2.178175,41.411906
"2560",2.178186,41.411005
"2561",2.178197,41.410104
"2562",2.178209,41.409204
"2563",2.118194,41.334898
"2564",2.177947,41.429919
"2565",2.118206,41.333997
"2566",2.177959,41.429018
"2567",2.118218,41.333096
"2568",2.177970,41.428118
"2569",2.118230,41.332196
"2570",2.177981,41.427217
"2571",2.118145,41.338500
"2572",2.177902,41.433522
"2573",2.177913,41.432621
"2574",2.177925,41.431720
"2575",2.177936,41.430820
"2576",2.118291,41.327693
"2577",2.178038,41.422714
"2578",2.118303,41.326792
"2579",2.178050,41.421813
"2580",2.118315,41.325891
"2581",2.178061,41.420912
"2582",2.118327,41.324991
"2583",2.178072,41.420012
"2584",2.118242,41.331295
"2585",2.177993,41.426316
"2586",2.118254,41.330394
"2587",2.178004,41.425416
"2588",2.118266,41.329494
"2589",2.178016,41.424515
"2590",2.118279,41.328593
"2591",2.178027,41.423614
"2592",2.177766,41.444330
"2593",2.177777,41.443429
"2594",2.177788,41.442528
"2595",2.177800,41.441628
"2596",2.177720,41.447932
"2597",2.177731,41.447032
"2598",2.177743,41.446131
"2599",2.177754,41.445230
"2600",2.118096,41.342103
"2601",2.177856,41.437124
"2602",2.118109,41.341202
"2603",2.177868,41.436224
"2604",2.177879,41.435323
"2605",2.177891,41.434422
"2606",2.177811,41.440727
"2607",2.177822,41.439826
"2608",2.177834,41.438926
"2609",2.177845,41.438025
"2610",2.177584,41.458740
"2611",2.177595,41.457840
"2612",2.177606,41.456939
"2613",2.177618,41.456038
"2614",2.177538,41.462343
"2615",2.177549,41.461442
"2616",2.177561,41.460542
"2617",2.177572,41.459641
"2618",2.177675,41.451535
"2619",2.177686,41.450634
"2620",2.177697,41.449734
"2621",2.177709,41.448833
"2622",2.177629,41.455138
"2623",2.177640,41.454237
"2624",2.177652,41.453336
"2625",2.117610,41.378130
"2626",2.177663,41.452436
"2627",2.117622,41.377229
"2628",2.117634,41.376328
"2629",2.117646,41.375428
"2630",2.117561,41.381732
"2631",2.117573,41.380832
"2632",2.117598,41.379030
"2633",2.177527,41.463244
"2634",2.117415,41.392540
"2635",2.117427,41.391639
"2636",2.117439,41.390739
"2637",2.117452,41.389838
"2638",2.117366,41.396143
"2639",2.117378,41.395242
"2640",2.117391,41.394341
"2641",2.117512,41.385335
"2642",2.117525,41.384434
"2643",2.117537,41.383533
"2644",2.117549,41.382633
"2645",2.117464,41.388937
"2646",2.117500,41.386235
"2647",2.117220,41.406951
"2648",2.117232,41.406050
"2649",2.117244,41.405149
"2650",2.117257,41.404249
"2651",2.117183,41.409652
"2652",2.117196,41.408752
"2653",2.117208,41.407851
"2654",2.117318,41.399745
"2655",2.117330,41.398845
"2656",2.117342,41.397944
"2657",2.117354,41.397043
"2658",2.117269,41.403348
"2659",2.117293,41.401547
"2660",2.117025,41.421361
"2661",2.117037,41.420460
"2662",2.117049,41.419560
"2663",2.117061,41.418659
"2664",2.116988,41.424063
"2665",2.177467,41.373168
"2666",2.117000,41.423162
"2667",2.117013,41.422262
"2668",2.117122,41.414156
"2669",2.117135,41.413255
"2670",2.117074,41.417758
"2671",2.117086,41.416858
"2672",2.177330,41.383977
"2673",2.177342,41.383076
"2674",2.177353,41.382175
"2675",2.177364,41.381275
"2676",2.177285,41.387579
"2677",2.177296,41.386679
"2678",2.177308,41.385778
"2679",2.177319,41.384877
"2680",2.177421,41.376771
"2681",2.177432,41.375870
"2682",2.177444,41.374970
"2683",2.116964,41.425864
"2684",2.177455,41.374069
"2685",2.177376,41.380374
"2686",2.177387,41.379473
"2687",2.177398,41.378573
"2688",2.177410,41.377672
"2689",2.177149,41.398387
"2690",2.177160,41.397487
"2691",2.177171,41.396586
"2692",2.177183,41.395685
"2693",2.177103,41.401990
"2694",2.177115,41.401089
"2695",2.177126,41.400189
"2696",2.177137,41.399288
"2697",2.177239,41.391182
"2698",2.177251,41.390281
"2699",2.177262,41.389381
"2700",2.177274,41.388480
"2701",2.177194,41.394785
"2702",2.177205,41.393884
"2703",2.177217,41.392983
"2704",2.177228,41.392083
"2705",2.176967,41.412798
"2706",2.176978,41.411897
"2707",2.176990,41.410997
"2708",2.177001,41.410096
"2709",2.176921,41.416401
"2710",2.176933,41.415500
"2711",2.176944,41.414599
"2712",2.176955,41.413699
"2713",2.177058,41.405593
"2714",2.177069,41.404692
"2715",2.177080,41.403791
"2716",2.177092,41.402891
"2717",2.177012,41.409195
"2718",2.177024,41.408295
"2719",2.177035,41.407394
"2720",2.177046,41.406493
"2721",2.117035,41.332187
"2722",2.176785,41.427209
"2723",2.117047,41.331286
"2724",2.117059,41.330385
"2725",2.176796,41.426308
"2726",2.176808,41.425407
"2727",2.117072,41.329485
"2728",2.176819,41.424507
"2729",2.116986,41.335789
"2730",2.116999,41.334889
"2731",2.176739,41.430811
"2732",2.176751,41.429911
"2733",2.117011,41.333988
"2734",2.176762,41.429010
"2735",2.117023,41.333087
"2736",2.176773,41.428109
"2737",2.117132,41.324981
"2738",2.176876,41.420003
"2739",2.176887,41.419103
"2740",2.176899,41.418202
"2741",2.176910,41.417301
"2742",2.117084,41.328584
"2743",2.176830,41.423606
"2744",2.117096,41.327683
"2745",2.176842,41.422705
"2746",2.117108,41.326783
"2747",2.176853,41.421805
"2748",2.117120,41.325882
"2749",2.176864,41.420904
"2750",2.176603,41.441619
"2751",2.176614,41.440718
"2752",2.176625,41.439818
"2753",2.176637,41.438917
"2754",2.176557,41.445222
"2755",2.176569,41.444321
"2756",2.176580,41.443420
"2757",2.176591,41.442520
"2758",2.176694,41.434414
"2759",2.116950,41.338491
"2760",2.176705,41.433513
"2761",2.116962,41.337591
"2762",2.176717,41.432613
"2763",2.176728,41.431712
"2764",2.176648,41.438017
"2765",2.176660,41.437116
"2766",2.176671,41.436215
"2767",2.176682,41.435315
"2768",2.176420,41.456030
"2769",2.176432,41.455129
"2770",2.176443,41.454228
"2771",2.176455,41.453328
"2772",2.176375,41.459632
"2773",2.176386,41.458732
"2774",2.176398,41.457831
"2775",2.176409,41.456930
"2776",2.176512,41.448824
"2777",2.176523,41.447924
"2778",2.176534,41.447023
"2779",2.176546,41.446122
"2780",2.176477,41.451526
"2781",2.176489,41.450626
"2782",2.116451,41.375418
"2783",2.176500,41.449725
"2784",2.116414,41.378120
"2785",2.116426,41.377220
"2786",2.116439,41.376319
"2787",2.176329,41.463235
"2788",2.176341,41.462334
"2789",2.176352,41.461434
"2790",2.176364,41.460533
"2791",2.116256,41.389829
"2792",2.176318,41.464136
"2793",2.116268,41.388928
"2794",2.116280,41.388028
"2795",2.116292,41.387127
"2796",2.116207,41.393432
"2797",2.116219,41.392531
"2798",2.116231,41.391630
"2799",2.116243,41.390730
"2800",2.116353,41.382624
"2801",2.116365,41.381723
"2802",2.116378,41.380822
"2803",2.116304,41.386226
"2804",2.116317,41.385326
"2805",2.116329,41.384425
"2806",2.116341,41.383524
"2807",2.116060,41.404239
"2808",2.116073,41.403339
"2809",2.116085,41.402438
"2810",2.116097,41.401537
"2811",2.116012,41.407842
"2812",2.116024,41.406941
"2813",2.116036,41.406041
"2814",2.116048,41.405140
"2815",2.116158,41.397034
"2816",2.116170,41.396133
"2817",2.116182,41.395233
"2818",2.116195,41.394332
"2819",2.116109,41.400637
"2820",2.116121,41.399736
"2821",2.116134,41.398835
"2822",2.116146,41.397935
"2823",2.115865,41.418650
"2824",2.115877,41.417749
"2825",2.115889,41.416849
"2826",2.115902,41.415948
"2827",2.115816,41.422252
"2828",2.115828,41.421352
"2829",2.115987,41.409643
"2830",2.115999,41.408743
"2831",2.115926,41.414147
"2832",2.115938,41.413246
"2833",2.176169,41.381266
"2834",2.176180,41.380365
"2835",2.176191,41.379465
"2836",2.176203,41.378564
"2837",2.176123,41.384869
"2838",2.176134,41.383968
"2839",2.176146,41.383067
"2840",2.176157,41.382167
"2841",2.115767,41.425855
"2842",2.176259,41.374061
"2843",2.176271,41.373160
"2844",2.176214,41.377663
"2845",2.176225,41.376763
"2846",2.176237,41.375862
"2847",2.115755,41.426756
"2848",2.176248,41.374961
"2849",2.175987,41.395677
"2850",2.175998,41.394776
"2851",2.176009,41.393875
"2852",2.176021,41.392975
"2853",2.175941,41.399279
"2854",2.175952,41.398379
"2855",2.175964,41.397478
"2856",2.175975,41.396577
"2857",2.176078,41.388471
"2858",2.176089,41.387571
"2859",2.176100,41.386670
"2860",2.176112,41.385769
"2861",2.176032,41.392074
"2862",2.176043,41.391173
"2863",2.176055,41.390273
"2864",2.176066,41.389372
"2865",2.175805,41.410087
"2866",2.175816,41.409187
"2867",2.175827,41.408286
"2868",2.175839,41.407385
"2869",2.175770,41.412789
"2870",2.175782,41.411889
"2871",2.175793,41.410988
"2872",2.175896,41.402882
"2873",2.175907,41.401981
"2874",2.175918,41.401081
"2875",2.175930,41.400180
"2876",2.175850,41.406485
"2877",2.175861,41.405584
"2878",2.175873,41.404683
"2879",2.175884,41.403783
"2880",2.107945,41.385261
"2881",2.167994,41.459572
"2882",2.107958,41.384360
"2883",2.107970,41.383460
"2884",2.107896,41.388864
"2885",2.107908,41.387963
"2886",2.107921,41.387062
"2887",2.107933,41.386162
"2888",2.108044,41.378056
"2889",2.108056,41.377155
"2890",2.107995,41.381658
"2891",2.108007,41.380758
"2892",2.108019,41.379857
"2893",2.108032,41.378956
"2894",2.107748,41.399671
"2895",2.107761,41.398771
"2896",2.107773,41.397870
"2897",2.107785,41.396970
"2898",2.107699,41.403274
"2899",2.107711,41.402373
"2900",2.107724,41.401473
"2901",2.107736,41.400572
"2902",2.107847,41.392466
"2903",2.107859,41.391566
"2904",2.107871,41.390665
"2905",2.107884,41.389764
"2906",2.107798,41.396069
"2907",2.107810,41.395168
"2908",2.107822,41.394268
"2909",2.107835,41.393367
"2910",2.107576,41.412281
"2911",2.107588,41.411380
"2912",2.107502,41.417684
"2913",2.107514,41.416784
